days,amount
162,1166.1366279027527
163,1206.951409879349
164,1173.760246107667
165,1205.451772752574
166,1203.6435950934451
167,1222.3000708173936
168,1175.241518090924
169,1225.7769033688337
170,1248.4537760811572
171,1189.776448605343
172,1217.1413069232658
173,1239.0498504478846
174,1269.4065717838578
175,1253.5389896365596
176,1205.9045080303704
177,1171.536229551505
178,1170.9504614367293
179,1126.4543439021336
180,1168.6963817984636
181,1218.9503262157975
182,1187.8670928972947
183,1240.7271785312244
184,1262.4399041555207
185,1275.6955231491536
186,1293.5552604732418
187,1242.4598276845488
188,1221.3380106139116
189,1237.8260737571993
190,1224.20998694587
191,1185.647372357075
192,1135.8501827180778
193,1092.6878757747909
194,1070.834118259295
195,1108.8487294575
196,1157.0836491889013
197,1152.4553145921457
198,1148.9979486483692
199,1128.3159855726985
200,1099.5439279405948
201,1117.6864027516147
202,1083.0381242663145
203,1127.9842064233667
204,1147.159937932564
205,1117.3337795463174
206,1065.3777587974137
207,1109.5909357875064
208,1141.2142774574504
209,1109.2602776886417
210,1103.7139763001985
211,1067.291415082292
212,1098.7765118272196
213,1146.5732900917037
214,1192.4362216953718
215,1209.130328799107
216,1258.7046722798705
217,1200.8042573549965
218,1233.826374432259
219,1202.9807150714526
220,1180.7255718426306
221,1180.7255718426306
222,1176.5930323411815
223,1138.353758790093
224,1145.7530582222287
225,1104.5059481262285
226,1156.4177276881612
227,1202.6744367956876
228,1185.2356574621501
229,1171.6054474013354
230,1185.6647127701515
231,1223.6059835787964
232,1184.4505921042748
233,1211.100730426621
234,1268.6280151218857
235,1214.7113244792056
236,1165.5155158377977
237,1164.35000032196
238,1215.581400336126
239,1224.0904701384788
240,1255.30477712701
241,1226.4327672530887
242,1234.4045802402338
243,1196.7552405429067
244,1244.0270725443515
245,1285.7019794745872
246,1222.7025824803325
247,1187.2442075884028
248,1227.6105106464086
249,1167.4575956247345
250,1160.4528500509862
251,1116.3556417490488
252,1086.772217242699
253,1119.37538375998
254,1135.6063268244998
255,1082.8006326271604
256,1090.3802370555507
257,1118.730123218995
258,1077.3371086598922
259,1052.0196866063848
260,1028.8752535010442
261,1003.153372163518
262,1012.6833291990714
263,1005.0882042300784
264,1018.6568949871845
265,978.9292760826843
266,937.3247818491702
267,942.4800681493407
268,927.871627093026
269,956.6356475329097
270,972.8984535409692
271,1004.5176532810507
272,1044.1961005856522
273,995.1188838581265
274,1031.4407231189482
275,991.2145349173093
276,942.1494154389025
277,931.7857718690746
278,907.5593418004786
279,935.2399017253932
280,905.7798448210433
281,904.4211750538117
282,947.8333914563947
283,934.5637239760051
284,965.4043268672133
285,930.6497710999936
286,915.7593747623937
287,904.3123825778638
288,924.6594111858657
289,932.5190161809455
290,963.7584032230072
291,1009.0550481744885
292,1039.8312271438103
293,1056.9884423916833
294,1088.6980956634338
295,1050.0493132673819
296,1061.0748310566894
297,1073.8077290293697
298,1090.451748829325
299,1128.6175600383513
300,1166.426248299636
301,1148.3466414509917
302,1105.2836423965796
303,1058.309087594725
304,1048.255151262575
305,1062.930723380251
306,1042.7350396360262
307,1067.7606805872908
308,1049.608749017307
309,999.7523334389849
310,1028.7451511087154
311,1079.1536635130424
312,1112.06785025019
313,1090.3825271703113
314,1080.5690844257786
315,1075.1662390036497
316,1126.2366353563232
317,1135.2465284391737
318,1146.5989937235654
319,1140.2926992580858
320,1169.370163089167
321,1186.32603045396
322,1195.2234756823646
323,1221.5183921473765
324,1219.0753553630818
325,1270.886057966013
326,1326.1696014875345
327,1298.3200398562963
328,1296.3725597965117
329,1329.4300600713227
330,1272.2645674882558
331,1272.2645674882558
332,1304.7073139592064
333,1347.7626553198602
334,1297.8954370730253
335,1273.2354237686377
336,1286.6043957182085
337,1229.9938023066072
338,1175.2590781039632
339,1126.4858263626488
340,1151.8317574558084
341,1150.1040098196247
342,1179.4316620700251
343,1138.7412697286093
344,1088.0672832256862
345,1115.2689653063283
346,1167.6866066757257
347,1222.5678771894848
348,1214.621185987753
349,1203.0822847208694
350,1191.0514618736609
351,1181.5230501786716
352,1222.2855954098359
353,1194.1730267154096
354,1190.5905076352633
355,1139.395115806947
356,1093.819311174669
357,1134.290625688132
358,1102.5304881688642
359,1088.197591822669
360,1065.3454423943929
361,1090.381060290661
362,1090.9262508208064
363,1127.4722802233034
364,1107.177779179284
365,1099.427534725029
366,1098.8778209576665
367,1070.3069976127672
368,1078.334300094863
369,1107.4493261974244
370,1141.7802553095446
371,1132.6460132670682
372,1117.3552920879627
373,1133.556943823238
374,1185.700563239107
375,1219.4930292914214
376,1164.0060964586617
377,1166.9161116998084
378,1216.5100464470502
379,1270.644743513944
380,1325.9177898568005
381,1326.5807487517288
382,1367.7047519630323
383,1365.6531948350878
384,1388.8692991472842
385,1454.1461562072066
386,1413.4300638334048
387,1474.9142716101578
388,1411.492957930921
389,1427.7251269471265
390,1472.698468445961
391,1454.2897375903865
392,1477.5583733918327
393,1498.2441906193183
394,1534.9511732894916
395,1465.8783704914645
396,1450.4866476013042
397,1502.7041669149512
398,1444.098704405268
399,1497.530356468263
400,1520.742076993521
401,1537.4702398404497
402,1542.8513856798913
403,1587.5940758646082
404,1588.3878729025405
405,1564.5620548090023
406,1575.5139891926653
407,1503.0403456898027
408,1433.9004897880718
409,1406.6563804820985
410,1368.6766582090818
411,1357.0429066143047
412,1402.5038439858838
413,1369.5450036522154
414,1432.5440738202174
415,1456.897323075161
416,1449.6128364597853
417,1409.7484834571412
418,1394.2412501391127
419,1435.3713670182165
420,1365.755855717833
421,1332.977715180605
422,1335.6436706109662
423,1356.3461475054362
424,1371.9441282017488
425,1376.059960586354
426,1309.3210524979158
427,1268.7320998704804
428,1304.2565986668537
429,1329.6896023408574
430,1366.256066405231
431,1329.3671526122898
432,1316.073481086167
433,1279.2234236157544
434,1324.6358551541136
435,1276.2866464409885
436,1321.5948223896437
437,1307.7180767545524
438,1305.7564996394206
439,1334.483142631488
440,1301.1210640657007
441,1260.786311079664
442,1307.4354045896116
443,1244.6785051693103
444,1301.3113771545138
445,1335.7961286491084
446,1341.1393131637049
447,1396.7965946599986
448,1337.4327393869487
449,1271.2298187872948
450,1321.443396629393
451,1325.4077268192812
452,1263.1135636587749
453,1249.2193144585283
454,1207.9950770813969
455,1194.7071312335015
456,1179.175938527466
457,1145.5694242794334
458,1191.9649859627505
459,1195.5408809206388
460,1173.4233746236068
461,1117.0990526416738
462,1131.6213403260156
463,1159.911873834166
464,1128.5942532406436
465,1074.4217290850927
466,1080.3310485950608
467,1133.2672699762188
468,1087.369945542182
469,1097.6999600248328
470,1124.0447590654287
471,1176.8748627415039
472,1228.0689192707594
473,1253.2443321158098
474,1258.257309444273
475,1239.383449802609
476,1278.4240284713912
477,1218.3380991332358
478,1232.9581563228346
479,1286.591836122878
480,1321.9731116162573
481,1361.632304964745
482,1375.2486280143924
483,1375.9362523283996
484,1344.9776866510106
485,1356.4099969875442
486,1423.5522918384277
487,1415.010978087397
488,1424.9160549340088
489,1463.388788417227
490,1441.4379565909687
491,1373.6903726311932
492,1430.0116779090722
493,1402.1264501898454
494,1346.0413921822517
495,1366.9050337610765
496,1338.200028052094
497,1363.6258285850838
498,1391.5801580710781
499,1322.6969402465597
500,1308.1472739038477
501,1276.7517393301553
502,1240.3643147592459
503,1195.0910172705335
504,1236.321657366367
505,1295.0469360912693
506,1321.5953982811404
507,1299.128276510361
508,1351.0934075707755
509,1399.057223539538
510,1438.9303544104148
511,1385.6899312972294
512,1360.0546675682306
513,1300.2122621952285
514,1305.4131112440093
515,1244.058695015541
516,1260.231458050743
517,1240.0677547219311
518,1255.5686016559553
519,1234.223935427804
520,1196.580105397256
521,1222.3065776632968
522,1210.6946651754954
523,1170.7417412247041
524,1199.4249138847094
525,1156.8453294418023
526,1185.1880400131265
527,1135.410142332575
528,1184.232778452876
529,1137.4555837039873
530,1163.0483343373269
531,1143.2765126535924
532,1179.2897228021804
533,1132.7077787514943
534,1158.7600576627788
535,1140.7992767690057
536,1123.6872876174707
537,1116.383320247957
538,1131.4544950713046
539,1077.144679307882
540,1065.2960878354952
541,1103.1140989536552
542,1155.5120186539539
543,1139.9126064021254
544,1084.6268449916224
545,1042.868711459445
546,1042.868711459445
547,1026.1828120760938
548,1038.497005821007
549,1063.4209339607112
550,1075.118564234279
551,1066.5176157204046
552,1015.3247701658252
553,1021.9243811719031
554,1017.3257214566295
555,1035.1289215821205
556,1049.1031620234792
557,1057.495987319667
558,1042.1622955035318
559,1068.737434038872
560,1098.6620821919603
561,1103.6060615618242
562,1058.9100160685703
563,1025.5543505624103
564,1059.910421306251
565,1019.6338252966135
566,1066.0271643476094
567,1079.8855174841283
568,1049.1087802358306
569,1048.5842258457128
570,999.8250593438871
571,1045.8170120737059
572,1039.0192014952268
573,1006.2900966481271
574,965.0322026855539
575,924.9833662741034
576,893.0714401376468
577,888.6060829369586
578,864.1694156561922
579,857.2560603309427
580,858.9705724516045
581,864.1243958863141
582,903.8741180970845
583,937.3174604666766
584,969.1862541225436
585,957.0714259460118
586,938.8870688530376
587,983.9536481579834
588,1032.6593537418034
589,1073.4493982146046
590,1039.0990174717372
591,1029.7471263144914
592,1058.06517228814
593,1079.7555083200468
594,1069.4978309910064
595,1093.0267832728084
596,1103.4105377139
597,1134.3060327698893
598,1129.7688086388098
599,1100.9597040185201
600,1079.490989790159
601,1101.080809585962
602,1096.6764863476183
603,1058.2928093254516
604,1073.108908656008
605,1065.597146295416
606,1113.5490178787097
607,1087.3806159585602
608,1087.3806159585602
609,1064.0019327154512
610,1104.966007124996
611,1155.7944434527458
612,1181.7998184304327
613,1239.1171096243086
614,1194.5088936778334
615,1147.325792377559
616,1154.2097471318245
617,1205.5720808791907
618,1206.1748669196304
619,1174.2112329462602
620,1222.3538934970568
621,1270.6368722901905
622,1292.2376991191238
623,1290.9454614200047
624,1276.0995886136745
625,1212.9326589772977
626,1189.2804721272405
627,1245.7712945532844
628,1289.996175509926
629,1241.6213189283037
630,1241.6213189283037
631,1230.446727057949
632,1197.2246654273843
633,1154.723189804712
634,1158.1873593741261
635,1199.3030106319077
636,1220.890464823282
637,1228.8262528446332
638,1192.5758783857166
639,1159.1837537909164
640,1162.6613050522892
641,1126.037473943142
642,1129.978605101943
643,1152.013187901431
644,1181.9655307868682
645,1180.7835652560814
646,1215.0262886485077
647,1229.60660411229
648,1182.8815531560228
649,1136.749172582938
650,1111.7406907861134
651,1103.9585059506105
652,1055.936310941759
653,1103.4534449341381
654,1118.350066440749
655,1128.974392071936
656,1158.3277262658064
657,1131.10702469856
658,1117.5337404021773
659,1137.0905808592154
660,1182.0056588031543
661,1198.5537380263986
662,1154.806526588435
663,1202.730997441855
664,1161.8381435288318
665,1210.6353455570427
666,1226.9789227220629
667,1166.8569555086817
668,1150.5209581315603
669,1179.8592425639151
670,1139.744028316742
671,1179.0651972936696
672,1227.9964029813568
673,1186.2445252799907
674,1186.2445252799907
675,1193.9551146943106
676,1183.806496219409
677,1169.600818264776
678,1123.4015859433175
679,1089.1378375720462
680,1078.2464591963258
681,1071.2378572115497
682,1089.9845197127518
683,1118.3241172252833
684,1151.873840742042
685,1198.5247312920947
686,1142.1940689213661
687,1139.9096807835233
688,1084.0541064251306
689,1069.961403041604
690,1107.41005214806
691,1152.2601592600565
692,1128.0626959155954
693,1165.8527962287678
694,1206.0747176986604
695,1186.1744848566325
696,1127.458847856229
697,1164.1012604115565
698,1160.608956630322
699,1202.3908790690134
700,1187.3609930806508
701,1242.573279258901
702,1225.798539988906
703,1275.4433808584567
704,1263.3266687403013
705,1314.4913988242836
706,1311.205170327223
707,1357.7529538738393
708,1367.936101027893
709,1361.0964205227535
710,1301.2081780197523
711,1328.533549758167
712,1365.7324891513958
713,1390.315673956121
714,1349.9965194113934
715,1364.8464811249187
716,1391.4609875068545
717,1356.6744628191832
718,1355.9961255877736
719,1299.722286375881
720,1324.4170098170227
721,1325.7414268268399
722,1327.0671682536668
723,1301.1893584727202
724,1316.8036307743928
725,1297.709978128164
726,1249.6947089374219
727,1241.5716933293286
728,1281.9227733625319
729,1289.614310002707
730,1314.7617890477597
731,1286.4944105832328
732,1347.6028950859363
733,1286.9607648070692
734,1254.143265304489
735,1207.1128928555706
736,1173.9172883020424
737,1219.700062545822
738,1180.0598105130828
739,1194.2205282392397
740,1154.214140543225
741,1180.1839587054476
742,1180.1839587054476
743,1159.5307394281022
744,1160.1105047978162
745,1200.1343172133409
746,1184.5325710895675
747,1194.008831658284
748,1220.2770259547663
749,1235.5304887792008
750,1224.410714380188
751,1210.9421965220058
752,1248.481404614188
753,1300.9176236079838
754,1254.7350479699005
755,1252.8529453979456
756,1282.2949896147973
757,1314.352364355167
758,1286.7509647037086
759,1246.2183093155418
760,1185.776721313738
761,1172.14028901863
762,1227.816952747015
763,1195.279803499219
764,1210.2208010429592
765,1205.9850282393088
766,1265.6812871371546
767,1227.71084852304
768,1263.3144631302082
769,1223.5200575416065
770,1277.3549400734373
771,1262.0266807925561
772,1267.7058008561226
773,1275.9458885616873
774,1238.9434577933985
775,1265.5807421359566
776,1266.2135325070246
777,1264.9473189745177
778,1250.4004248063106
779,1254.7768262931327
780,1313.1239487157634
781,1355.8004770490256
782,1414.7777978006582
783,1433.1699091720668
784,1436.036248990411
785,1445.3704846088485
786,1420.799186370498
787,1472.6583566730212
788,1430.6875935078401
789,1445.7098132396725
790,1476.0697193177057
791,1546.1830309852967
792,1491.2935333853186
793,1449.5373144505297
794,1448.8125457933045
795,1441.568483064338
796,1447.3347569965952
797,1513.1884884399403
798,1516.2148654168202
799,1494.9878573009846
800,1438.9258126521977
801,1404.3915931485449
802,1343.3005588465833
803,1345.3155096848532
804,1407.2000231303564
805,1345.2832221126207
806,1300.8888757829043
807,1244.300209686348
808,1302.7823195416063
809,1347.7283095657917
810,1304.6010036596863
811,1355.480442802414
812,1366.3242863448334
813,1304.1565313161434
814,1245.4694874069169
815,1304.0065533150419
816,1257.7143206723579
817,1277.2088926427793
818,1321.9112038852766
819,1314.6406922639076
820,1249.5659779968441
821,1197.7089899099751
822,1239.6288045568242
823,1254.504350211506
824,1211.851202304315
825,1246.388961569988
826,1203.3885423958234
827,1258.7444153460312
828,1258.7444153460312
829,1236.7163880774756
830,1282.474894436342
831,1314.5367667972507
832,1332.9402815324122
833,1316.9449981540233
834,1308.384855666022
835,1320.1603193670162
836,1349.863926552774
837,1305.9933489398088
838,1357.5800862229312
839,1400.3438589389534
840,1469.6608799564317
841,1399.117157718523
842,1381.6281932470415
843,1423.7678531410763
844,1394.5806121516844
845,1398.7643539881394
846,1362.3964807844477
847,1359.6716878228788
848,1327.7194031590411
849,1279.9215046453157
850,1315.7593067753846
851,1282.2074444526124
852,1341.1889868974326
853,1320.4005576005225
854,1297.9537481213135
855,1259.0151356776742
856,1287.9724837982606
857,1275.092758960278
858,1280.193129996119
859,1248.8283983112142
860,1230.7203865357017
861,1286.7181641230761
862,1249.4033373635068
863,1211.9212372426016
864,1172.533797032217
865,1175.4651315247977
866,1203.0885621156303
867,1166.9959052521615
868,1131.9860280945966
869,1164.81362290934
870,1166.560843343704
871,1143.8129068985018
872,1148.3881585260958
873,1092.6913328375801
874,1124.37938148987
875,1104.1405526230524
876,1111.3174662151023
877,1144.1013314684478
878,1125.2236594992185
879,1103.8444099687333
880,1099.4290323288583
881,1129.1136162017374
882,1179.9237289308155
883,1153.9654068943375
884,1148.772562563313
885,1166.0041510017627
886,1129.858022320708
887,1088.618204506002
888,1140.327569220037
889,1192.2124736195487
890,1179.0981364097338
891,1146.0833885902612
892,1138.0608048701292
893,1114.1615279678565
894,1059.5676130974316
895,1059.5676130974316
896,1110.4268585261084
897,1109.3164316675823
898,1144.8145574809448
899,1135.0836337423568
900,1089.1127465757913
901,1132.1327000655351
902,1132.1327000655351
903,1155.9074867669115
904,1111.4050485263854
905,1166.4195984284415
906,1206.0778647750085
907,1244.6723564478089
908,1244.6723564478089
909,1234.0926414180026
910,1203.8573717032616
911,1159.9165776360926
912,1155.8568696143664
913,1131.0059469176574
914,1079.545176332904
915,1117.8690300927221
916,1083.2150901598477
917,1089.1727731557269
918,1079.3702181973254
919,1129.0212482344023
920,1100.7957170285422
921,1114.0052656328846
922,1066.660041843487
923,1073.5933321154698
924,1069.8357554530658
925,1100.3260744834781
926,1106.3778678931374
927,1121.3139691096947
928,1077.5827243144165
929,1071.6560193306873
930,1072.1918473403525
931,1105.4297946079034
932,1124.7748160135418
933,1132.6482397256366
934,1078.8474483386688
935,1037.31182157763
936,985.9648864095374
937,1023.9245345363046
938,1018.2929495963549
939,1044.76856628586
940,1027.0075006590005
941,1033.683049413284
942,1033.683049413284
943,1081.7493112110017
944,1076.3405646549465
945,1091.9475028424433
946,1083.211922819704
947,1095.1272539707206
948,1043.6562730340968
949,1006.6064753413864
950,1033.7848501756039
951,1050.3254077784136
952,1029.8440623267345
953,988.1353778025018
954,999.4989346472306
955,971.0132150097845
956,948.6799110645595
957,952.0002907532855
958,969.1362959868446
959,938.1239345152655
960,896.8464813965938
961,938.5498427815355
962,938.5498427815355
963,970.9298123574985
964,975.784461419286
965,1001.1548574161875
966,1001.6554348448956
967,979.6190152783079
968,1007.0483477061005
969,1041.7915157019609
970,1080.3378017829334
971,1093.3018554043285
972,1129.3808166326714
973,1103.40505785012
974,1093.474412329469
975,1094.0211495356339
976,1057.37144102619
977,1064.7730411133734
978,1031.2326903183023
979,1034.8420047344164
980,1079.3402109379963
981,1105.7840461059773
982,1144.4864877196865
983,1131.3248931109101
984,1152.8200660800173
985,1108.4364935359367
986,1079.6171447040024
987,1065.0423132504984
988,1013.3877610578493
989,978.9325771818824
990,969.6327176986545
991,957.5123087274213
992,986.7164341436077
993,952.1813589485814
994,990.2686133065247
995,1032.355029372052
996,1001.3843784908905
997,1010.897530086554
998,964.3962437025725
999,1006.3474803036344
1000,977.1634033748289
1001,1013.3184492996976
1002,1025.984929915944
1003,1067.5373195775396
1004,1115.04273029874
1005,1092.184354327616
1006,1102.5601056937282
1007,1052.3936208846635
1008,1007.6668919970652
1009,997.5902230770946
1010,987.6143208463236
1011,968.8496487502434
1012,1016.3232815390054
1013,982.7846132482182
1014,962.6375286766297
1015,985.2595106005305
1016,1016.2951851844472
1017,1050.8492214807184
1018,1040.8661538766517
1019,997.6702084907706
1020,949.2832033789682
1021,970.6420754549949
1022,975.9806068699974
1023,987.6923741524373
1024,951.6416024958734
1025,958.7789145145924
1026,1003.8415234967782
1027,998.3203951175459
1028,1037.754050724689
1029,1025.8198791413552
1030,982.2225342778476
1031,1018.5647680461279
1032,1028.7504157265892
1033,994.2872767997484
1034,1034.0587678717384
1035,1076.4551773544797
1036,1107.6723774977597
1037,1122.0721184052306
1038,1163.588786786224
1039,1213.0413102246387
1040,1203.3369797428415
1041,1237.6320836655125
1042,1236.394451581847
1043,1193.7388430022734
1044,1218.21048928382
1045,1192.6280690088597
1046,1212.3064321475058
1047,1256.5556169208899
1048,1298.0219522792793
1049,1271.412502257554
1050,1324.8118273523712
1051,1313.5509268198762
1052,1327.343211551485
1053,1320.7064954937275
1054,1257.9729369577753
1055,1269.2946933903954
1056,1292.1419978714225
1057,1235.28774996508
1058,1289.6404109635434
1059,1339.2915667856398
1060,1275.675217363322
1061,1248.2482001900105
1062,1303.171120998371
1063,1316.2028322083547
1064,1312.2542237117298
1065,1289.9459019086303
1066,1324.129468309209
1067,1258.585059627903
1068,1254.1800119192055
1069,1216.5546115616294
1070,1275.5575102223684
1071,1303.6197754472605
1072,1316.655973201733
1073,1353.5223404513815
1074,1397.5118165160513
1075,1343.0088556719254
1076,1396.7292098988023
1077,1399.5226683186
1078,1407.9198043285114
1079,1382.5772478505983
1080,1365.9863208763911
1081,1340.0325807797396
1082,1353.432906587537
1083,1376.441265999525
1084,1438.3811229695036
1085,1422.558930616839
1086,1463.101860139419
1087,1517.9681798946472
1088,1546.8095753126454
1089,1572.3319333053041
1090,1495.2876685733443
1091,1550.613312310558
1092,1537.4330991559184
1093,1565.106894940725
1094,1593.278819049658
1095,1604.4317707830057
